ident,type,name,elevation_ft,iso_region,municipality,gps_code,local_code,coordinates
14PA,small_airport,Dimascio Field,350.0,US-PA,Pottstown,14PA,14PA,"-75.65910339355469, 40.29090118408203"
14PS,small_airport,Hideaway Ultralightport,630.0,US-PA,Quarryville,14PS,14PS,"-76.11859893798828, 39.8843994140625"
14S,small_airport,Westport Airport,14.0,US-WA,Westport,14S,14S,"-124.10099792480469, 46.89690017700195"
14SN,heliport,Colmery-O'Neil Vamc Heliport,950.0,US-KS,Topeka,14SN,14SN,"-95.72250366210938, 39.02640151977539"
14TA,small_airport,Dean Ranch Airport,1180.0,US-TX,Startzville,14TA,14TA,"-98.4030990600586, 29.89859962463379"
14TE,small_airport,Smith I-Ranch Airport,1793.0,US-TX,Hext,14TE,14TE,"-99.48370361328125, 30.916799545288086"
14TN,heliport,News Channel 3 Heliport,300.0,US-TN,Memphis,14TN,14TN,"-90.07140350341797, 35.126399993896484"
14TS,small_airport,O S Wyatt Airport,532.0,US-TX,Realitos,14TS,14TS,"-98.60449981689453, 27.42169952392578"
14TX,small_airport,Keyes Ranch Airport,1150.0,US-TX,Dripping Springs,14TX,14TX,"-98.17389678955078, 30.289400100708008"
14VA,small_airport,Krens Farm Airport,790.0,US-VA,Hillsboro,14VA,14VA,"-77.74669647216797, 39.229000091552734"
14WA,small_airport,Lz Ranch Airport,240.0,US-WA,Olympia,14WA,14WA,"-122.73699951171875, 46.970699310302734"
14WI,heliport,Cylon Heliport,1071.0,US-WI,New Richmond,14WI,14WI,"-92.376667, 45.136944"
14WS,small_airport,Lakewood Lodge Airport,1365.0,US-WI,Stone Lake,14WS,14WS,"-91.55850219726562, 45.77799987792969"
14WV,heliport,Snowshoe Resort/Topof the World Heliport,4792.0,US-WV,Linwood,14WV,14WV,"-79.99579620360001, 38.4006004333"
14XA,small_airport,Sherman (Frog Pond) Airport,686.0,US-TX,Sherman,14XA,,"-96.7882847786, 33.6578884021"
14XS,small_airport,Isbell Ranch Airport,430.0,US-TX,Davilla,14XS,14XS,"-97.2739028930664, 30.808500289916992"
15A,small_airport,Mark Reynolds/North Mobile County Airport,60.0,US-AL,Creola,15A,15A,"-87.98059844970703, 30.91320037841797"
15AK,small_airport,Golden North Airfield,2250.0,US-AK,Cantwell,15AK,15AK,"-148.85000610351562, 63.37070083618164"
15AL,heliport,Highfalls Stagefield Army Heliport,220.0,US-AL,Fort Rucker/Hartford,15AL,15AL,"-85.78790283203125, 31.093599319458008"
15AR,small_airport,Taylor Airport,220.0,US-AR,Brickeys,15AR,15AR,"-90.543297, 34.825901"
15AZ,small_airport,Quail Mesa Ranch Airport,290.0,US-AZ,Quartzsite,15AZ,15AZ,"-114.476997375, 33.7444992065"
15CA,heliport,Stanford University Hospital Center Heliport,84.0,US-CA,Palo Alto,15CA,15CA,"-122.17500305175781, 37.43550109863281"
15CL,small_airport,Hunt Farms Airport,223.0,US-CA,Merced,15CL,15CL,"-120.40399932861328, 37.34270095825195"
15CO,heliport,Swedish Medical Center Heliport,5374.0,US-CO,Englewood,15CO,15CO,"-104.97100067138672, 39.654701232910156"
15FD,small_airport,Orange Hill Airport,260.0,US-FL,Wausau,15FD,15FD,"-85.52989959716797, 30.65850067138672"
15FL,small_airport,Cannon Creek Airpark,125.0,US-FL,Lake City,15FL,15FL,"-82.66639709472656, 30.15369987487793"
15G,small_airport,Weltzien Skypark Airport,1210.0,US-OH,Wadsworth,15G,15G,"-81.79850006103516, 41.02840042114258"
15GA,small_airport,Darla's Airport,328.0,US-GA,Kite,15GA,15GA,"-82.47899627685547, 32.680198669433594"
15IA,small_airport,Stella Airport,625.0,US-IA,Bellvue,15IA,15IA,"-90.406767, 42.235396"
15ID,small_airport,Scanlon Airport,2000.0,US-ID,Coeur D Alene,15ID,15ID,"-117.03800201416016, 47.68560028076172"
15II,heliport,Findlay Heliport,670.0,US-IN,Lafayette,15II,15II,"-86.94080352783203, 40.33890151977539"
15IL,small_airport,Gittleson Farms Airport,836.0,US-IL,Franklin Grove,15IL,15IL,"-89.27320098876953, 41.797298431396484"
15IN,small_airport,Bugtown Airport,464.0,US-IN,New Harmony,15IN,15IN,"-87.84030151367188, 38.15060043334961"
15KS,small_airport,Sickler Airstrip,1200.0,US-KS,Emporia,15KS,15KS,"-96.08830261230469, 38.430599212646484"
15KY,small_airport,Brennan Farm Airport,910.0,US-KY,Paris,15KY,15KY,"-84.30159759521484, 38.15700149536133"
15LA,closed,Creole Heliport,11.0,US-LA,Oak Grove,,,"-93.184097, 29.790199"
15LL,small_airport,Cloverleaf Ranch Airport,807.0,US-IL,Tiskilwa,15LL,15LL,"-89.53669738769531, 41.23749923706055"
15LS,heliport,Port of Iberia Heliport,7.0,US-LA,New Iberia,15LS,15LS,"-91.83709716796875, 29.944700241088867"
15MA,small_airport,Canapitsit Airport,10.0,US-MA,Gosnold,15MA,15MA,"-70.90950012207031, 41.422298431396484"
15ME,small_airport,Eagle Field,150.0,US-ME,North Yarmouth,15ME,15ME,"-70.22920227050781, 43.81529998779297"
15MI,heliport,Grant Pad Heliport,638.0,US-MI,Fraser,15MI,15MI,"-82.93160247802734, 42.544498443603516"
15MN,small_airport,Tyler Farms Airport,1185.0,US-MN,Watkins,15MN,15MN,"-94.51069641113281, 45.26219940185547"
15MO,small_airport,Applegate Airport,997.0,US-MO,Queen City,15MO,15MO,"-92.56549835205078, 40.391998291015625"
15MT,small_airport,Saubak Airport,2701.0,US-MT,Lustre,15MT,15MT,"-105.91000366210938, 48.50040054321289"
15N,small_airport,Jenkins Airport,53.0,US-DE,Wyoming,15N,15N,"-75.58380126953125, 39.119598388671875"
15NC,small_airport,Dragonfly Field,49.0,US-NC,Ahoskie,15NC,15NC,"-76.9738998413086, 36.23970031738281"
15NE,small_airport,Sindt Airport,1990.0,US-NE,Upland,15NE,15NE,"-98.82340240478516, 40.291099548339844"
15NH,heliport,Nashua Technology Park Heliport,235.0,US-NH,Nashua,15NH,15NH,"-71.458333, 42.708333"
15NJ,heliport,Werner Heliport,7.0,US-NJ,Belford,15NJ,15NJ,"-74.09960174560547, 40.42509841918945"
15NK,closed,Knox Landing Airport,1845.0,US-NY,Sardinia,,,"-78.556702, 42.576401"
15NR,heliport,Anson Hospital Heliport,331.0,US-NC,Wadesboro,15NR,15NR,"-80.110208, 34.977055"
15NY,heliport,Peninsula Hospital Center Heliport,,US-NY,Far Rockaway,15NY,15NY,"-73.78009796142578, 40.591800689697266"
15OH,heliport,Twin City Hospital Heliport,940.0,US-OH,Dennison,15OH,15OH,"-81.33709716796875, 40.40230178833008"
15OI,heliport,Firelands Community Hospital Nr 1 Heliport,599.0,US-OH,Sandusky,15OI,15OI,"-82.71099853515625, 41.43619918823242"
15OK,small_airport,Bluebird Airport,531.0,US-OK,Muskogee,15OK,15OK,"-95.310833, 35.703889"
15OR,heliport,Camp Rilea Heliport,32.0,US-OR,Warrenton,15OR,15OR,"-123.931392431, 46.1159964394"
15PA,small_airport,Cavage Personal Use Airport,1400.0,US-PA,Prompton,15PA,15PA,"-75.35549926757812, 41.59429931640625"
15PN,heliport,Metropolitan Edison Heliport,280.0,US-PA,Reading,15PN,15PN,"-75.9384994506836, 40.375099182128906"
15PS,heliport,Jennersville Hospital Heliport,500.0,US-PA,West Grove,15PS,15PS,"-75.888127, 39.822576"
15S,small_airport,Lester State Ultralightport,1693.0,US-WA,Lester,15S,15S,"-121.46199798583984, 47.2150993347168"
15SD,heliport,Watertown / Brownlee Heliport,1720.0,US-SD,,15SD,,"-97.1080899239, 44.883264878199995"
15TA,small_airport,J R Ranch Airport,1125.0,US-TX,Briggs,15TA,15TA,"-99.9469985961914, 30.2544002532959"
15TE,heliport,Arco High Island Heliport,5.0,US-TX,High Island,15TE,15TE,"-94.20709991455078, 29.619699478149414"
15TN,heliport,Indian Path Medical Center Heliport,1283.0,US-TN,Kingsport,15TN,15TN,"-82.51519775390625, 36.55160140991211"
15TS,heliport,Owens Country Sausage Heliport,629.0,US-TX,Richardson,15TS,15TS,"-96.69750213623047, 32.98680114746094"
15TX,closed,Ed Shadle Airport,1550.0,US-TX,Stephenville,,,"-98.325302, 32.304298"
15VA,small_airport,Fox Acres Airport,450.0,US-VA,Warrenton,15VA,15VA,"-77.89969635009766, 38.7223014831543"
15W,small_airport,Dennis Farms Airport,826.0,US-MI,Laingsburg,15W,15W,"-84.39029693603516, 42.894500732421875"
15WA,small_airport,Sunset Airport,156.0,US-WA,Stanwood,15WA,15WA,"-122.3570023, 48.27230072"
15WI,small_airport,Peterson Field,978.0,US-WI,Oregon,15WI,15WI,"-89.41819763183594, 42.9275016784668"
15XS,small_airport,Toy Airpark,36.0,US-TX,Liverpool,15XS,15XS,"-95.33409881591797, 29.332700729370117"
16A,small_airport,Nunapitchuk Airport,12.0,US-AK,Nunapitchuk,PPIT,16A,"-162.440454, 60.905591"
16AK,small_airport,Gattis Strip,320.0,US-AK,Wasilla,16AK,16AK,"-149.3470001220703, 61.59920120239258"
16AL,heliport,Hooper Stagefield Army Heliport,365.0,US-AL,Fort Rucker/Ozark,16AL,16AL,"-85.68920135498047, 31.40839958190918"
16AR,small_airport,Heifer Creek Ranch Airport,730.0,US-AR,Springfield,16AR,16AR,"-92.57330322265625, 35.30110168457031"
16AZ,small_airport,Yav'pe Ma'ta Airport,4366.0,US-AZ,Skull Valley,16AZ,16AZ,"-112.68000030517578, 34.5088996887207"
16CA,heliport,Police Pistol Range Heliport,24.0,US-CA,San Francisco,16CA,16CA,"-122.4990005493164, 37.719398498535156"
16CL,heliport,Mother Lode Service Center Heliport,1560.0,US-CA,Angels Camp,16CL,16CL,"-120.54100036621094, 38.08330154418945"
16CO,small_airport,Dry Pen Airport,5331.0,US-CO,Parachute,16CO,16CO,"-108.085667, 39.40995"
16DE,heliport,A.I. Dupont Children's Hospital Heliport,356.0,US-DE,Wilmington,16DE,16DE,"-75.55576666670001, 39.7809055556"
16FA,small_airport,Little Deer Airport,14.0,US-FL,Ochopee,16FA,16FA,"-81.0386962890625, 26.030899047851562"
16FD,small_airport,Skinners Wholesale Nursery Airport,20.0,US-FL,Crescent City,16FD,16FD,"-81.49590301513672, 29.405000686645508"
16FL,small_airport,J-22 Ranch Airport,200.0,US-FL,Milton,16FL,16FL,"-87.20140075683594, 30.725200653076172"
16GA,heliport,Galleria Heliport,998.0,US-GA,Marietta,16GA,16GA,"-84.46269989013672, 33.885101318359375"
16IA,small_airport,Stangl STOLport,1230.0,US-IA,Coon Rapids,16IA,16IA,"-94.7771987915039, 41.88079833984375"
16ID,heliport,Bear Lake Memorial Hospital Helipad,6000.0,US-ID,Montpelier,16ID,16ID,"-111.299003601, 42.3163986206"
16II,small_airport,Harrington Field,710.0,US-IN,San Pierre,16II,16II,"-86.93360137939453, 41.183101654052734"
16IL,small_airport,Harold Bunger Airport,830.0,US-IL,Kirkland,16IL,16IL,"-88.8333969116211, 42.06669998168945"
16IN,heliport,Deaconess Hospital Heliport,390.0,US-IN,Evansville,16IN,16IN,"-87.57219696044922, 37.984798431396484"
16IS,small_airport,Kellums Airport,720.0,US-IL,Goreville,16IS,16IS,"-89.00920104980469, 37.57780075073242"
16K,seaplane_base,Port Alice Seaplane Base,0.0,US-AK,Port Alice,16K,16K,"-133.597, 55.803"
16KY,small_airport,Praise God Airport,1070.0,US-KY,Carter,16KY,16KY,"-83.1227035522461, 38.444000244140625"
16LA,heliport,Arrow Aviation Company Heliport,25.0,US-LA,Cade,16LA,16LA,"-91.92389678955078, 30.084999084472656"
16LL,heliport,Oak Landing Heliport,870.0,US-IL,Bull Valley,16LL,16LL,"-88.38059997558594, 42.29999923706055"
16LS,closed,Atchafalaya Flying Company Airport,41.0,US-LA,Simmsport,,,"-91.7939, 30.944401"
16MA,heliport,Lawrence General Hospital Heliport,60.0,US-MA,Lawrence,16MA,16MA,"-71.15059661865234, 42.709800720214844"
16MD,small_airport,High Valley Airport,363.0,US-MD,North East,16MD,16MD,"-75.960278, 39.668611"
16ME,heliport,Presque Isle Heliport,631.0,US-ME,Presque Isle,16ME,16ME,"-67.998981, 46.675919"
16MI,small_airport,Barnstormers 5 Airport,823.0,US-MI,Gaines,16MI,16MI,"-83.8666000366211, 42.889198303222656"
16MN,seaplane_base,Baudette Flying Service Seaplane Base,1060.0,US-MN,Baudette,16MN,16MN,"-94.70439910888672, 48.83190155029297"
16MO,small_airport,Findley Field,755.0,US-MO,Beaufort,16MO,16MO,"-91.15740203857422, 38.405601501464844"
16MS,heliport,Iuka Hospital Heliport,610.0,US-MS,Iuka,16MS,16MS,"-88.20999908447266, 34.80670166015625"
16MT,small_airport,Bangart Field,4320.0,US-MT,Roberts,16MT,16MT,"-109.12999725341797, 45.40520095825195"
16NC,small_airport,Lee's Airport,31.0,US-NC,Edenton,16NC,16NC,"-76.66529846191406, 36.19609832763672"
16NE,small_airport,Korver Airport,1390.0,US-NE,Panama,16NE,16NE,"-96.49169921875, 40.560001373291016"
16NH,seaplane_base,Bossey's Seaplane Base,624.0,US-NH,Meredith,16NH,16NH,"-71.51249694824219, 43.60419845581055"
16NJ,seaplane_base,Hummel Seaplane Base,,US-NJ,Island Heights,16NJ,16NJ,"-74.13569641113281, 39.93730163574219"
16NK,heliport,Delaware Valley Hospital Heliport,1220.0,US-NY,Walton,16NK,16NK,"-75.12799835205078, 42.16239929199219"
16NY,closed,Station 241 Heliport,1380.0,US-NY,Syracuse,,,"-76.114899, 42.939804"
16OH,heliport,Lutheran Hospital Heliport,780.0,US-OH,Cleveland,16OH,16OH,"-81.70819854736328, 41.35419845581055"
16OI,small_airport,Trump Airport,1038.0,US-OH,Greenville,16OI,16OI,"-84.5824966430664, 40.125301361083984"
16OK,closed,Lower Forty Airport,1160.0,US-OK,Harrah,,,"-97.200302, 35.466702"
16OR,heliport,Pape' Bros Inc. Heliport,388.0,US-OR,Coburg,16OR,16OR,"-123.05999755859375, 44.14759826660156"
16PA,small_airport,Gregg Airport,1200.0,US-PA,Eighty Four,16PA,16PA,"-80.12760162353516, 40.180599212646484"
16PN,heliport,Oakdale Army Heliport,1265.0,US-PA,Oakdale,16PN,16PN,"-80.15811681750002, 40.3966825974"
16S,small_airport,Myrtle Creek Municipal Airport,619.0,US-OR,Myrtle Creek,16S,16S,"-123.30999755859375, 42.99850082397461"
16SC,small_airport,Southern Aero Sports Airport,600.0,US-SC,Cross Anchor,16SC,16SC,"-81.89839935302734, 34.625099182128906"
16TA,small_airport,Seven Springs Airport,3500.0,US-TX,Toyahvale,16TA,16TA,"-103.78299713134766, 30.919700622558594"
16TE,small_airport,Holly Lake Ranch Airport,409.0,US-TX,Hawkins,16TE,16TE,"-95.20770263671875, 32.697601318359375"
16TN,heliport,Lincoln Medical Center Heliport,738.0,US-TN,Fayetteville,16TN,16TN,"-86.5553970336914, 35.150299072265625"
16TS,small_airport,Pineridge STOLport,420.0,US-TX,Tyler,16TS,16TS,"-95.31800079345703, 32.22269821166992"
16TX,closed,Ratliff Airport,1300.0,US-TX,Stephenville,,,"-98.1073, 32.264"
16VA,heliport,Smith Heliport,800.0,US-VA,Winchester,16VA,16VA,"-78.21640014648438, 39.15010070800781"
16W,small_airport,Little Goose Lock and Dam Airport,681.0,US-WA,Starbuck,16W,16W,"-118.0009994506836, 46.58319854736328"
16WA,small_airport,Tightcliff Airport,1855.0,US-WA,Nine Mile Falls,16WA,16WA,"-117.69400024414062, 47.84469985961914"
16WI,seaplane_base,Lac Vieux Desert Seaplane Base,1690.0,US-WI,Phelps,16WI,16WI,"-89.12100219726562, 46.12160110473633"
16X,small_airport,Propwash Airport,800.0,US-TX,Justin,16X,16X,"-97.35890197753906, 33.0806999206543"
16XA,heliport,Texoma Medical Center Hwy 75 Heliport,682.0,US-TX,Denison,16XA,16XA,"-96.5838, 33.709586"
16XS,small_airport,Outlaw Flyers Airport,270.0,US-TX,Conroe,16XS,16XS,"-95.35985, 30.404367"
16Z,seaplane_base,Mc Grath Seaplane Base,325.0,US-AK,Mcgrath,16Z,16Z,"-155.593002319, 62.9580001831"
17AK,heliport,Ketchikan /Temsco H/ Heliport,20.0,US-AK,Ketchikan,17AK,17AK,"-131.73500061035156, 55.382999420166016"
17AL,heliport,Hunt Stagefield Army Heliport,263.0,US-AL,Fort Rucker/Newton,17AL,17AL,"-85.5802993774414, 31.380199432373047"
17AR,small_airport,Bredlow Farm Airport,236.0,US-AR,England,17AR,17AR,"-92.09140014648438, 34.5531005859375"
17AZ,heliport,Gilbert Emergency Hospital Heliport,1350.0,US-AZ,Gilbert,17AZ,17AZ,"-111.68699645996094, 33.31330108642578"
17CA,heliport,Brookside Hospital Heliport,85.0,US-CA,San Pablo,17CA,17CA,"-122.33699798583984, 37.9541015625"
17CL,small_airport,Las Trancas Airport,125.0,US-CA,Davenport,17CL,17CL,"-122.274002075, 37.0880012512"
17CO,small_airport,Skylane Ranch Airport,5000.0,US-CO,Berthoud,17CO,17CO,"-105.032625, 40.272258"
17FA,small_airport,Cotton Strip,18.0,US-FL,La Belle,17FA,17FA,"-81.535400390625, 26.71339988708496"
17FD,heliport,Sheriffs Helistop,120.0,US-FL,Bartow,17FD,17FD,"-81.84510040283203, 27.899999618530273"
17FL,small_airport,Jumbolair-Greystone Airport,100.0,US-FL,Ocala,17FL,17FL,"-82.1248016357, 29.2803001404"
17GA,small_airport,Panther Creek Airport,850.0,US-GA,Newnan,17GA,17GA,"-84.86609649658203, 33.46670150756836"
17ID,small_airport,Coyote Ridge Airport,3365.0,US-ID,Midvale,17ID,17ID,"-116.59100341796875, 44.41389846801758"
17II,small_airport,Dreessen Field,706.0,US-IN,Walkerton,17II,17II,"-86.51029968261719, 41.45000076293945"
17IN,small_airport,Pruss Airport,890.0,US-IN,Farmers Retreat,17IN,17IN,"-85.10970306396484, 38.97840118408203"
17KS,small_airport,Tevis Airport,1000.0,US-KS,Melvern,17KS,17KS,"-95.67720031738281, 38.50279998779297"
17KY,small_airport,Shannon Field,440.0,US-KY,Sacramento,17KY,17KY,"-87.25890350341797, 37.39390182495117"
17LA,closed,Shell Venice Terminal Heliport,5.0,US-LA,Venice,,,"-89.3545, 29.2708"
17LL,small_airport,Oink Acres Airport,725.0,US-IL,Mahomet,17LL,17LL,"-88.4103012084961, 40.16059875488281"
17LS,small_airport,Yankee Field,45.0,US-LA,Port Barre,17LS,17LS,"-91.985704, 30.611979"
17MA,heliport,Long Hill Heliport,630.0,US-MA,Leominster,17MA,17MA,"-71.77839660644531, 42.504798889160156"
17ME,small_airport,Bresett'S Mountainside Airport,590.0,US-ME,Van Buren,17ME,17ME,"-67.991667, 47.2025"
17MI,heliport,Grace Hospital Heliport,662.0,US-MI,Detroit,17MI,17MI,"-83.18299865722656, 42.41780090332031"
17MN,seaplane_base,Jackson Seaplane Base,1224.0,US-MN,Mc Gregor,MN61,MN61,"-93.210197, 46.7169"
17MO,small_airport,Rgl Field,825.0,US-MO,Montgomery City,17MO,17MO,"-91.53489685058594, 38.98500061035156"
17MS,heliport,River Region Medical Center Heliport,331.0,US-MS,Vicksburg,17MS,17MS,"-90.82360076904297, 32.373600006103516"
17MT,small_airport,Abel Ranch Airport,2900.0,US-MT,Kalispell,17MT,17MT,"-114.177001953125, 48.10710144042969"
17MU,small_airport,B-B Airfield,1045.0,US-MO,Osborn,17MU,17MU,"-94.372097, 39.682791"
17NC,small_airport,Mitchell Field,23.0,US-NC,Elizabethtown,17NC,17NC,"-78.32859802246094, 34.46630096435547"
17NE,heliport,Jefferson County Memorial Hospital Heliport,1433.0,US-NE,Fairbury,17NE,17NE,"-97.17639923, 40.15719986"
17NH,heliport,Pomroy Heliport,254.0,US-NH,Londonderry,17NH,17NH,"-71.36499786376953, 42.82389831542969"
17NJ,heliport,CMC Steel New Jersey Heliport,32.0,US-NJ,Sayreville,17NJ,17NJ,"-74.322098, 40.486198"
17NK,small_airport,Re-Dun Field,1351.0,US-NY,Reading Center,17NK,17NK,"-76.94830322265625, 42.53950119018555"
17NY,heliport,Station 233 Heliport,944.0,US-NY,Stafford,17NY,17NY,"-77.92030334472656, 42.84870147705078"
17OH,small_airport,Kosik Private Airport,855.0,US-OH,Kipton,17OH,17OH,"-82.27020263671875, 41.24259948730469"
17OI,small_airport,Haas Airport,750.0,US-OH,Bainbridge,17OI,17OI,"-83.31770324707031, 39.22669982910156"
17OK,closed,J-B Airstrip,1142.0,US-OK,Kremlin,,,"-97.758698, 36.525002"
17OR,small_airport,Glide Aero Airport,980.0,US-OR,Glide,17OR,17OR,"-123.11000061035156, 43.264198303222656"
17PA,heliport,Kelly Heliport,526.0,US-PA,Quakertown,17PA,17PA,"-75.32460021972656, 40.44179916381836"
17PN,heliport,Tobyhanna Army Depot Heliport,1990.0,US-PA,Tobyhanna,17PN,17PN,"-75.34300231933594, 41.1697998046875"
17PS,small_airport,Mountain Crest Airport,1641.0,US-PA,Tidioute,17PS,17PS,"-79.44170379638672, 41.579200744628906"
17S,small_airport,Chehalem Airpark,190.0,US-OR,Newberg,17S,17S,"-123.05400085449219, 45.323699951171875"
17SC,small_airport,Carolina Cow Country Airport,680.0,US-SC,Clinton,17SC,17SC,"-81.88619995117188, 34.53260040283203"
17SD,small_airport,Stone's Conservation Airport,1687.0,US-SD,Gary,17SD,17SD,"-96.564016, 44.818642"
17TA,heliport,Heli-Dyne Systems Inc Heliport,500.0,US-TX,Hurst,17TA,17TA,"-97.17949676513672, 32.80099868774414"
17TE,small_airport,Comfort Airpark,1470.0,US-TX,Comfort,17TE,17TE,"-98.94029998779297, 29.929100036621094"
17TN,small_airport,Murphy Field,1720.0,US-TN,Jonesborough,17TN,17TN,"-82.60420227050781, 36.299400329589844"
17TS,heliport,Big Bend Regional Medical Center Heliport,4435.0,US-TX,Alpine,17TS,17TS,"-103.66899871826172, 30.384700775146484"
17TX,small_airport,Kimzey Airport,1100.0,US-TX,Stephenville,17TX,17TX,"-98.25499725341797, 32.448699951171875"
17U,small_airport,Jake Garn Airport,4845.0,US-UT,Eagle Mountain,17U,17U,"-112.02100372314453, 40.26369857788086"
17VA,closed,F.B. Fowler Heliport,1150.0,US-VA,Grundy,,,"-82.102097, 37.280899"
17WA,heliport,Roesler Timber Company Heliport,141.0,US-WA,Startup,17WA,17WA,"-121.75299835205078, 47.86819839477539"
17WI,small_airport,Ha-Rail Airport,885.0,US-WI,Lake Mills,17WI,17WI,"-88.89320373535156, 43.03609848022461"
17XA,small_airport,Jacksonville / Hunter Field,580.0,US-TX,Jacksonville,17XA,17XA,"-95.7969444445, 32.017778"
17XS,small_airport,Quahadi Ranch Airport,1422.0,US-TX,Dublin,17XS,17XS,"-98.43499755859375, 32.177799224853516"
18AA,small_airport,18 Meadows Aerodrome,89.0,US-AK,Haines,18AA,18AA,"-135.72322, 59.313222"
18AK,heliport,North Douglas Heliport,25.0,US-AK,Juneau,18AK,18AK,"-134.4969940185547, 58.33219909667969"
18AL,heliport,Louisville Stagefield Army Heliport,385.0,US-AL,Fort Rucker/Louisville,18AL,18AL,"-85.65180206298828, 31.816699981689453"
18AR,small_airport,Buck Mountain Airport,1450.0,US-AR,Eureka Springs,18AR,18AR,"-93.83170318603516, 36.344200134277344"
18AZ,small_airport,Sky Ranch At Carefree Airport,2568.0,US-AZ,Carefree,18AZ,18AZ,"-111.89800262451172, 33.81809997558594"
18CA,heliport,Twin Cities Community Hospital Heliport,851.0,US-CA,Templeton,18CA,18CA,"-120.71900177001953, 35.55500030517578"
18CL,small_airport,Bowles Airport,75.0,US-CA,Live Oak,18CL,18CL,"-121.69400024414062, 39.2859992980957"
18CO,heliport,Rangely District Hospital Heliport,5224.0,US-CO,Rangely,18CO,18CO,"-108.80400085449219, 40.0807991027832"
